"","Trajectory","Frame","x","y","z"
"244","26",5679,74.82,100.845,0
"245","26",5680,74.542,101.356,0
"246","26",5682,74.482,101.421,0
"247","26",5683,73.857,100.419,0
"248","26",5684,74.023,101.034,0
"249","26",5685,74.234,101.199,0
"250","26",5688,73.813,101.147,0
"251","26",5689,73.89,101.875,0
"252","26",5690,74.26,101.431,0
"253","27",6096,100.766,15.844,0
"254","27",6097,100.535,15.538,0
"255","27",6098,100.198,15.742,0
"256","27",6099,100.126,15.829,0
"257","27",6100,100.406,15.637,0
"258","27",6101,100.662,15.361,0
"259","27",6102,100.148,15.67,0
"260","27",6103,99.8,15.081,0
"261","27",6104,100.419,15.087,0
"262","27",6105,100.23,15.39,0
"263","28",6191,16.695,95.408,0
"264","28",6193,19.175,94.429,0
"265","28",6194,17.613,95.926,0
"266","28",6195,17.41,95.679,0
"267","28",6202,17.148,94.805,0
"268","28",6203,18.174,95.369,0
"269","28",6204,17.763,94.822,0
"270","28",6205,17.547,95.176,0
"271","28",6208,17.554,95.186,0
"272","28",6209,16.668,94.386,0
"273","29",6324,18.109,94.445,0
"274","29",6325,17.682,94.231,0
"275","29",6327,17.573,94.135,0
"276","29",6330,17.654,94.339,0
"277","29",6331,17.569,94.175,0
"278","29",6335,18.184,94.374,0
"279","29",6337,18.187,94.34,0
"280","29",6338,17.763,94.59,0
"281","29",6339,17.541,94.727,0
"282","30",6585,36.105,57.347,0
"283","30",6586,36.802,57.722,0
"284","30",6589,35.733,55.188,0
"285","30",6591,36.279,55.576,0
"286","30",6592,36.444,55.587,0
"287","30",6594,37.35,56.137,0
"288","30",6595,37.617,55.289,0
"289","30",6596,36.733,55.482,0
"290","30",6598,37.347,55.677,0
"291","30",6600,37.919,55.377,0
"292","31",6652,78.092,98.06,0
"293","31",6653,77.615,97.625,0
"294","31",6654,77.991,97.533,0
"295","31",6655,77.554,97.398,0
"296","31",6656,77.8,97.73,0
"297","31",6658,77.811,97.296,0
"298","31",6659,77.444,97.761,0
"299","31",6661,77.725,97.618,0
"300","31",6662,77.839,97.606,0
"301","31",6663,77.787,97.22,0
"302","32",6666,36.44,55.675,0
"303","32",6668,36.724,54.671,0
"304","32",6669,37.964,55.016,0
"305","32",6671,37.362,56.164,0
"306","32",6672,37.546,55.248,0
"307","32",6675,37.504,55.204,0
"308","32",6676,37.444,55.39,0
"309","32",6678,37.428,56.279,0
"310","32",6679,37.407,56.025,0
"311","33",6691,34.885,55.384,0
"312","33",6693,35.901,57.381,0
"313","33",6698,36.239,56.137,0
"314","33",6699,36.101,56.331,0
"315","33",6701,35.772,56.323,0
"316","33",6703,36.449,56.534,0
"317","33",6711,36.621,56.409,0
"318","33",6712,36.475,57.686,0
"319","33",6713,35.677,57.354,0
"320","33",6714,36.478,57.354,0
"321","34",6949,21.308,94.743,0
"322","34",6950,21.393,94.075,0
"323","34",6951,20.591,95.17,0
"324","34",6952,19.21,95.398,0
"325","34",6953,20.498,95.381,0
"326","34",6956,19.842,94.903,0
"327","34",6957,21.086,94.559,0
"328","34",6959,20.556,95.728,0
"329","34",6960,20.617,95.493,0
"330","34",6961,20.322,95.284,0
"331","35",7025,39.402,54.835,0
"332","35",7026,40.534,54.94,0
"333","35",7027,40.546,54.8,0
"334","35",7028,40.202,54.683,0
"335","35",7029,40.407,54.72,0
"336","35",7030,40.799,54.726,0
"337","35",7031,40.324,54.477,0
"338","35",7032,40.436,55.23,0
"339","35",7033,40.386,55.417,0
"340","35",7034,39.98,55.302,0
"341","36",7198,77.319,103.467,0
"342","36",7199,77.066,103.518,0
"343","36",7201,77.171,103.237,0
"344","36",7202,77.562,103.326,0
"345","36",7203,77.016,103.469,0
"346","36",7204,77.226,103.397,0
"347","36",7205,77.032,103.524,0
"348","36",7206,77.363,103.212,0
"349","36",7207,77.365,103.981,0
"350","36",7208,77.664,103.494,0
"351","37",7394,79.158,101.486,0
"352","37",7395,78.833,101.642,0
"353","37",7397,78.964,101.561,0
"354","37",7400,79.179,101.566,0
"355","37",7401,79.158,101.641,0
"356","37",7402,79.136,101.55,0
"357","37",7403,79.227,101.876,0
"358","37",7404,79.649,103.564,0
"359","37",7408,79.05,102.411,0
"360","37",7409,79.226,102.232,0
"361","38",7529,45.22,51.474,0
"362","38",7530,44.486,51.117,0
"363","38",7532,46.901,52.703,0
"364","38",7533,47.574,53.129,0
"365","38",7534,46.43,54.457,0
"366","38",7535,46.89,53.491,0
"367","38",7537,46.412,52.172,0
"368","38",7538,46.001,52.632,0
"369","38",7539,46.387,52.269,0
"370","38",7540,46.391,52.051,0
"371","39",8080,37.551,53.914,0
"372","39",8081,37.234,54.118,0
"373","39",8082,37.125,54.34,0
"374","39",8083,37.226,54.664,0
"375","39",8084,36.667,54.341,0
"376","39",8085,37.13,54.869,0
"377","39",8087,37.396,54.748,0
"378","39",8088,37.257,54.1,0
"379","39",8089,36.653,55.112,0
"380","39",8090,37.143,55.342,0
"381","40",8103,74.04,102.077,0
"382","40",8104,74.064,102.513,0
"383","40",8105,73.402,101.491,0
"384","40",8106,73.549,101.835,0
"385","40",8107,72.857,101.793,0
"386","40",8108,73.33,101.694,0
"387","40",8109,72.944,101.756,0
"388","40",8110,73.337,100.841,0
"389","40",8111,73.701,101.459,0
"390","40",8112,73.583,101.216,0
"391","41",8117,37.32,54.288,0
"392","41",8119,36.543,54.451,0
"393","41",8122,37.613,54.311,0
"394","41",8124,37.146,54.652,0
"395","41",8132,37.326,54.491,0
"396","41",8133,37.25,54.445,0
"397","41",8134,37.312,54.608,0
"398","41",8137,37.313,54.528,0
"399","41",8139,37.346,54.502,0
"400","41",8143,36.7,54.451,0
"401","42",8290,43.201,54.006,0
"402","42",8292,42.796,54.298,0
"403","42",8294,37.072,55.596,0
"404","42",8296,36.761,55.851,0
"405","42",8297,37.765,55.97,0
"406","42",8298,37.384,55.714,0
"407","42",8299,37.539,55.284,0
"408","42",8300,37.735,55.426,0
"409","42",8301,37.361,55.499,0
"410","42",8302,37.457,55.687,0
"411","43",8491,67.814,102.531,0
"412","43",8492,68.855,101.141,0
"413","43",8493,69.629,102.244,0
"414","43",8494,69.651,103.542,0
"415","43",8495,69.583,104.248,0
"416","43",8496,69.235,103.607,0
"417","43",8497,70.353,104.068,0
"418","43",8498,70.054,104.457,0
"419","43",8500,71.39,103.571,0
"420","43",8501,71.59,103.493,0
"421","44",8556,93.542,19.639,0
"422","44",8557,92.751,19.752,0
"423","44",8558,93.56,20.354,0
"424","44",8568,92.592,20.084,0
"425","44",8569,92.684,19.383,0
"426","44",8570,91.552,19.83,0
"427","44",8576,92.25,19.515,0
"428","44",8577,92.627,20.401,0
"429","44",8579,93.229,20.564,0
"430","44",8580,92.68,20.53,0
"431","45",8593,38.549,59.583,0
"432","45",8594,38.875,60.145,0
"433","45",8595,39.222,60.47,0
"434","45",8596,39.148,59.733,0
"435","45",8597,38.952,60.239,0
"436","45",8598,37.992,59.838,0
"437","45",8599,38.093,60.16,0
"438","45",8601,38.186,60.323,0
"439","45",8602,38.093,60.586,0
"440","45",8603,38.877,60.164,0
"441","46",8722,38.811,59.519,0
"442","46",8723,39.474,59.544,0
"443","46",8724,39.545,60.239,0
"444","46",8725,38.729,59.471,0
"445","46",8726,39.796,59.803,0
"446","46",8727,38.884,59.782,0
"447","46",8728,38.69,60.695,0
"448","46",8736,38.187,60.304,0
"449","46",8738,37.65,59.993,0
"450","46",8742,38.883,61.688,0
"451","47",8966,80.707,59.77,0
"452","47",8967,80.769,58.517,0
"453","47",8968,80.78,58.443,0
"454","47",8969,80.709,58.581,0
"455","47",8970,80.707,58.799,0
"456","47",8973,80.554,58.71,0
"457","47",8974,80.602,59.297,0
"458","47",8975,80.792,59.23,0
"459","47",8976,80.794,59.676,0
"460","47",8977,80.033,58.625,0
"461","48",9191,40.409,50.386,0
"462","48",9193,41.2,50.271,0
"463","48",9194,39.82,49.549,0
"464","48",9195,40.991,51.399,0
"465","48",9201,39.957,49.575,0
"466","48",9202,38.818,48.943,0
"467","48",9203,40.225,49.675,0
"468","49",9304,69.246,98.697,0
"469","49",9305,68.655,98.579,0
"470","49",9307,68.401,98.151,0
"471","49",9308,68.441,98.096,0
"472","49",9309,68.207,98.294,0
"473","49",9310,68.205,98.601,0
"474","49",9311,68.304,99.001,0
"475","49",9312,68.33,99.167,0
"476","49",9313,67.963,99.627,0
"477","49",9314,67.406,99.3,0
"478","50",9349,38.689,59.567,0
"479","50",9350,39.003,58.695,0
"480","50",9351,39.096,60.259,0
"481","50",9352,39.279,60.063,0
"482","50",9353,39.435,59.616,0
"483","50",9354,38.417,59.56,0
"484","50",9355,39.545,59.732,0
"485","50",9356,39.14,59.403,0
"486","50",9357,38.89,59.709,0
"487","50",9358,39.921,60.495,0
"488","51",9366,77.611,104.732,0
"489","51",9367,77.801,104.726,0
"490","51",9368,77.456,104.17,0
"491","51",9369,77.1,104.058,0
"492","51",9370,77.121,103.947,0
"493","51",9374,77.142,104.716,0
"494","51",9375,76.46,105.117,0
"495","51",9376,77.24,104.387,0
"496","51",9378,77.224,103.551,0
"497","51",9379,76.509,103.51,0
"498","52",9406,76.71,103.375,0
"499","52",9407,76.645,104.272,0
"500","52",9408,77.098,103.166,0
"501","52",9411,77.141,103.791,0
"502","52",9412,76.913,103.504,0
"503","52",9414,76.297,103.298,0
"504","52",9415,76.652,104.328,0
"505","52",9417,76.737,104.328,0
"506","52",9421,75.61,104.258,0
"507","52",9422,75.389,104.41,0
"508","53",9416,37.52,58.794,0
"509","53",9418,38.107,58.214,0
"510","53",9419,38.342,59.209,0
"511","53",9420,38.612,59.843,0
"512","53",9428,37.235,59.874,0
"513","53",9429,38.421,59.612,0
"514","53",9431,37.402,59.272,0
"515","53",9433,37.856,58.636,0
"516","53",9435,39.461,59.525,0
"517","53",9437,38.513,59.151,0
"518","54",9509,78.153,102.46,0
"519","54",9511,76.361,102.408,0
"520","54",9512,76.336,102.308,0
"521","54",9519,76.234,101.867,0
"522","54",9521,76.846,101.906,0
"523","54",9523,76.418,102.008,0
"524","54",9526,77.057,102.405,0
"525","54",9527,77.267,102.188,0
"526","54",9529,76.913,103.143,0
"527","54",9533,77.807,102.942,0
"528","55",9528,102.679,20.96,0
"529","55",9530,100.424,21.35,0
"530","55",9531,100.999,20.806,0
"531","55",9532,101.231,21.625,0
"532","55",9535,101.289,21.426,0
"533","55",9536,100.623,21.188,0
"534","55",9540,101.329,21.423,0
"535","55",9541,100.936,21.957,0
"536","55",9547,101.095,21.098,0
"537","55",9548,100.372,20.916,0
"538","56",9567,100.74,21.33,0
"539","56",9568,100.14,21.613,0
"540","56",9570,100.936,21.428,0
"541","56",9579,99.702,20.958,0
"542","56",9580,100.363,21.078,0
"543","56",9581,100.514,22.755,0
"544","56",9583,101.001,22.763,0
"545","56",9585,101.989,21.991,0
"546","56",9590,100.658,22.332,0
"547","56",9592,99.802,23.027,0
"548","57",9593,79.283,103.696,0
"549","57",9594,77.349,102.878,0
"550","57",9599,78.275,103.748,0
"551","57",9601,79.049,103.551,0
"552","57",9602,78.294,103.159,0
"553","57",9603,77.747,103.067,0
"554","57",9605,77.912,103.561,0
"555","57",9606,77.724,103.225,0
"556","57",9607,77.6,103.439,0
"557","57",9608,78.357,103.271,0
"558","58",9624,78.288,104.751,0
"559","58",9626,77.979,104.513,0
"560","58",9628,78.556,103.306,0
"561","58",9631,78.056,104.126,0
"562","58",9632,78.422,104.928,0
"563","58",9633,78.11,103.676,0
"564","58",9634,77.58,103.65,0
"565","58",9635,78.596,103.274,0
"566","58",9636,78.444,103.532,0
"567","58",9638,77.271,101.67,0
"568","59",9689,97.632,12.04,0
"569","59",9690,97.444,11.775,0
"570","59",9692,98.122,12.383,0
"571","59",9693,98.364,12.43,0
"572","59",9694,98.129,11.723,0
"573","59",9695,97.418,11.853,0
"574","59",9696,97.515,12.607,0
"575","59",9698,98.107,12.27,0
"576","59",9699,98.046,12.31,0
"577","59",9700,98.218,12.412,0
"578","60",9802,98.26,12.707,0
"579","60",9803,98.259,12.339,0
"580","60",9804,98.654,11.938,0
"581","60",9805,98.514,12.187,0
"582","60",9807,98.914,12.096,0
"583","60",9808,98.23,12.151,0
"584","60",9809,98.228,12.307,0
"585","60",9810,98.461,12.382,0
"586","60",9811,98.493,12.398,0
"587","60",9812,98.413,12.53,0
